id,name,feels_like,humidity,pressure,temperature,temp_max,temp_min,weather,wind_speed,datetime,timezone,country,sunrise,sunset,latitude,longitude,clouds
2650918,Drumnadrochit,274.56,81,1008,278.67,282.15,275.93,overcast clouds,3.6,1586060536,3600,GB,1586064879,1586113558,57.33,-4.48,100
121110,Piranshahr,272.97,39,1023,276.97,276.97,276.97,clear sky,1.47,1586060536,16200,IR,1586054346,1586100278,36.7,45.14,7
5468773,Gallup,276.89,25,1014,284.15,284.15,284.15,clear sky,6.2,1586060536,-21600,US,1586004976,1586050731,35.53,-108.74,1
1630639,Pringsewu,307.13,77,1012,301.81,301.81,301.81,light rain,0.9,1586060536,25200,ID,1586041293,1586084618,-5.36,104.97,74
2063042,Port Hedland,309.39,34,1011,308.15,308.15,308.15,overcast clouds,1.5,1586060536,28800,AU,1586038425,1586080960,-20.32,118.57,100
3348078,Kuito,287.33,61,1014,288.75,288.75,288.75,light rain,1.4,1586060536,3600,AO,1586062606,1586105557,-12.38,16.93,93
1215502,Banda Aceh,305.87,66,1013,303.11,303.11,303.11,broken clouds,3.47,1586060537,25200,ID,1586043326,1586087217,5.56,95.32,64
1082243,Ambilobe,298.93,89,1013,295.82,295.82,295.82,clear sky,1.36,1586060537,10800,MG,1586054918,1586097830,-13.2,49.05,1
5989403,Kapuskasing,266.65,92,1017,272.15,272.15,272.15,light snow,4.6,1586060537,-14400,CA,1586084224,1586131622,49.42,-82.43,90
2523666,Quartucciu,277.82,100,1019,280.59,282.59,279.15,clear sky,3.1,1586060537,7200,IT,1586062851,1586109031,39.25,9.18,0
5338196,Coalinga,282.1,58,1010,286.7,289.15,283.15,overcast clouds,5.1,1586060537,-25200,US,1586007737,1586053546,36.14,-120.36,90
3414079,Olafsvik,249.07,92,1005,269.16,269.16,269.16,overcast clouds,24.96,1586060537,0,IS,1586068489,1586119177,64.89,-23.71,100
6089404,North Battleford,257.84,85,1017,261.82,263.15,259.82,light snow,1.0,1586060537,-21600,CA,1586003905,1586051581,52.78,-108.28,90
87205,Darnah,280.35,70,1010,288.73,288.73,288.73,light rain,12.09,1586060537,7200,LY,1586059906,1586105516,32.77,22.64,69
1607736,Phetchabun,312.49,58,1014,307.31,312.04,303.15,few clouds,1.5,1586060537,25200,TH,1586041649,1586086130,16.25,101.08,20
286621,Salalah,303.08,78,1016,299.15,299.15,299.15,scattered clouds,1.0,1586060538,14400,OM,1586052898,1586097431,17.02,54.09,37
1259385,Port Blair,302.86,69,1013,301.3,301.3,301.3,clear sky,4.42,1586060538,19800,IN,1586043777,1586087999,11.67,92.75,1
5919850,Chapais,274.2,65,1013,278.15,278.15,278.15,overcast clouds,2.6,1586060538,-14400,CA,1586082382,1586129826,49.78,-74.85,90
